CONTROL,VIV_SEL,HOGAR,R_SEL,FAC_ELE
2240418,01,01,01,000219
2240418,02,01,02,000657
2240418,03,01,02,000438
2240418,04,01,01,000219
2240418,05,01,01,000876
2240420,01,01,01,000558
2240420,03,01,01,000372
2240420,05,01,02,000744
2250001,01,01,03,000654
2250001,02,01,01,000436
2250001,03,01,01,000436
2250001,04,01,02,000654
2250001,05,01,01,000218
2250002,01,01,02,000434
2250002,02,01,01,000217
2250002,03,01,02,000868
2250002,04,01,01,000434
2250002,05,01,03,000868
2250003,01,01,01,000185
2250003,03,01,02,000370
2250003,04,01,01,000370
2250003,05,01,02,000370
2250004,01,01,04,000508
2250004,02,01,05,000508
2250004,03,01,02,000254
2250004,04,01,02,000254
2250004,05,01,01,000254
2250004,06,01,01,000254
2250004,07,01,01,000762
2250004,08,01,01,000254
2250004,09,01,01,000127
2250004,11,01,03,000381
2250004,12,01,02,000254
2250004,13,01,02,000381
2250004,14,01,02,000508
2250004,15,01,03,000381
2250004,16,01,01,000127
2250004,17,01,01,000254
2250004,18,01,02,000254
2250004,19,01,02,000254
2250004,20,01,02,000254
2250005,01,01,01,000364
2250005,02,01,01,000364
2250005,03,01,01,000364
2250005,04,01,01,000182
2250005,05,01,02,000364
2250005,07,01,02,000364
2250005,08,01,02,000364
2250005,09,01,02,000364
2250005,10,01,01,000364
2250005,11,01,02,000364
2250005,12,01,02,000364
2250005,13,01,01,000364
2250005,14,01,01,000364
2250005,15,01,05,000910
2250005,16,01,03,000728
2250005,17,01,01,000364
2250005,18,01,01,000364
2250005,19,01,02,000364
2250005,20,01,02,000364
2250006,01,01,01,000386
2250006,03,01,01,000386
2250006,04,01,02,000579
2250006,05,01,02,000772
2250007,02,01,02,000780
2250007,03,01,02,000975
2250007,04,01,04,000780
2250007,05,01,01,000195
2250008,01,01,01,000630
2250008,02,01,02,000630
2250008,03,01,02,000630
2250008,04,01,02,000630
2250008,05,01,01,000630
2250009,01,01,01,000429
2250009,02,01,02,000286
2250009,03,01,02,000286
2250009,04,01,01,000286
2250009,05,01,02,000429
2250009,06,01,03,000429
2250009,07,01,02,000715
2250009,08,01,01,000143
2250009,09,01,02,000286
2250009,10,01,01,000429
2250009,12,01,01,000286
2250009,13,01,01,000429
2250009,14,01,02,000286
2250009,15,01,02,000429
2250009,16,01,01,000286
2250009,18,01,01,000143
2250009,19,01,03,000572
2250010,01,01,01,001188
2250010,02,01,02,000396
2250010,03,01,04,001584
2250010,05,01,01,000396
2250010,06,01,01,000198
2250010,07,01,01,000594
2250010,08,01,01,000396
2250010,09,01,02,000396
2250010,10,01,01,000396
2250010,11,01,01,000594
2250010,12,01,02,000396
2250010,13,01,03,000792
2250010,14,01,02,000396
2250010,15,01,02,000396
2250010,16,01,01,000594
2250010,17,01,01,000396
2250010,18,01,05,000990
2250010,19,01,02,000594
2250010,20,01,03,000792
2250015,01,01,04,000704
2250015,02,01,03,000704
2250015,03,01,01,000176
2250015,04,01,02,000352
2250015,05,01,02,000352
2250016,01,01,02,000382
2250016,02,01,02,000382
2250016,03,01,01,000191
2250016,04,01,01,000382
2250016,05,01,02,000382
2250018,01,01,01,000202
2250018,02,01,07,001414
2250018,03,01,02,000404
2250018,04,01,01,000404
2250018,05,01,01,000404
2250018,06,01,02,000404
2250018,07,01,01,000202
2250018,08,01,04,000808
2250018,09,01,01,000404
2250018,10,01,02,000606
2250018,11,01,02,000404
2250018,12,01,01,000404
2250018,13,01,02,000808
2250018,14,01,01,000202
2250018,15,01,04,001010
2250018,16,01,02,000606
2250018,17,01,02,000404
2250018,17,02,02,000404
2250018,18,01,01,000202
2250018,19,01,01,000404
2250018,20,01,01,000404
2250019,02,01,02,000412
2250019,03,01,02,001030
2250019,04,01,02,000412
2250019,05,01,02,000618
2250020,01,01,01,000197
2250020,02,01,01,000591
2250020,03,01,02,000394
2250020,04,01,02,000394
2250020,05,01,01,000788
2250021,01,01,03,000579
2250021,02,01,01,000386
2250021,03,01,01,000193
2250021,04,01,04,000772
2250021,05,01,05,000965
2250022,01,01,01,000418
2250022,02,01,04,000836
2250022,03,01,01,000418
2250022,04,01,02,000418
2250022,05,01,01,000418
2250022,05,02,01,000418
2250022,05,03,02,000418
2250022,06,01,01,000418
2250022,06,02,01,000627
2250022,07,01,02,000418
2250022,07,02,01,000627
2250022,08,01,01,000418
2250022,08,02,01,000418
2250022,09,01,01,000418
2250022,10,01,02,000418
2250022,11,01,02,000418
2250022,12,01,02,000418
2250022,13,01,03,000836
2250022,14,01,02,000418
2250022,14,02,01,000418
2250022,15,01,01,000209
2250022,16,01,02,000418
2250022,17,01,01,000418
2250022,18,01,01,000418
2250022,19,01,02,000418
2250022,20,01,01,000209
2250023,01,01,06,000861
2250023,02,01,03,000369
2250023,03,01,03,000369
2250023,04,01,01,000123
2250023,05,01,02,000369
2250023,06,01,02,000246
2250023,07,01,01,000123
2250023,08,01,01,000123
2250023,09,01,01,000246
2250023,10,01,01,000246
2250023,11,01,03,000492
2250023,12,01,04,000615
2250023,14,01,01,000492
2250023,15,01,02,000246
2250023,16,01,02,000369
2250023,17,01,01,000492
2250023,18,01,01,000246
2250023,19,01,02,000246
2250023,20,01,02,000492
2250024,01,01,01,000177
2250024,02,01,02,000708
2250024,03,01,01,000177
2250024,04,01,01,000177
2250024,05,01,01,000354
2250025,01,01,04,000920
2250025,02,01,02,000552
2250025,03,01,01,000368
2250025,04,01,01,000368
2250025,05,01,02,000368
2250026,01,01,01,000224
2250026,02,01,01,000224
2250026,04,01,01,000224
2250026,05,01,01,000448
2250027,01,01,01,000298
2250027,02,01,01,000745
2250027,03,01,03,000596
2250027,04,01,04,000596
2250027,05,01,01,000298
2250027,06,01,02,000298
2250027,08,01,02,000447
2250027,09,01,02,000894
2250027,10,01,01,000149
2250027,11,01,01,000298
2250027,12,01,01,000596
2250027,13,01,04,000745
2250027,14,01,02,000298
2250027,15,01,02,000298
2250027,16,01,04,001043
2250027,17,01,02,000447
2250027,19,01,01,000298
2250028,01,01,02,000585
2250028,02,01,01,000390
2250028,03,01,03,000585
2250028,04,01,02,000780
2250028,05,01,02,000390
2250028,06,01,01,000390
2250028,07,01,01,000195
2250028,08,01,02,000585
2250028,09,01,01,000390
2250028,10,01,01,000975
2250028,11,01,02,000390
2250028,12,01,02,000390
2250028,13,01,01,000390
2250028,14,01,01,000585
2250028,15,01,03,000780
2250028,16,01,01,000780
2250028,17,01,02,000390
2250028,18,01,01,000195
2250028,19,01,02,000390
2250028,20,01,01,000390
2250030,01,01,01,000186
2250030,02,01,01,000372
2250030,04,01,01,000372
2250030,05,01,03,000558
2250031,01,01,02,000579
2250031,02,01,03,000772
2250031,04,01,01,000193
2250032,01,01,02,000344
2250032,02,01,07,001204
2250032,03,01,03,000688
2250032,04,01,01,000344
2250032,05,01,02,000344
2250032,06,01,01,000172
2250032,07,01,01,000344
2250032,08,01,01,000516
2250032,09,01,02,000516
2250032,10,01,01,000344
2250032,11,01,02,000344
2250032,12,01,02,000344
2250032,12,02,02,000344
2250032,13,01,01,000172
2250032,14,01,03,000516
2250032,14,02,01,000172
2250032,15,01,01,000344
2250032,16,01,01,000344
2250032,17,01,02,000344
2250032,18,01,03,000860
2250032,19,01,01,000344
2250032,20,01,02,000516
2250033,01,01,01,000340
2250033,03,01,01,000340
2250033,04,01,01,000170
2250033,05,01,04,000850
2250034,01,01,01,000169
2250034,02,01,01,000338
2250034,03,01,01,000338
2250034,04,01,03,000676
2250035,01,01,01,000832
2250035,02,01,02,000416
2250035,03,01,03,000624
2250035,05,01,04,001040
2250036,01,01,04,000464
2250036,02,01,05,000580
2250036,03,01,08,000928
2250036,04,01,02,000232
2250036,05,01,01,000464
2250036,06,01,04,000464
2250036,07,01,02,000232
2250036,08,01,01,000232
2250036,09,01,02,000348
2250036,10,01,02,000232
2250036,11,01,01,000232
2250036,12,01,01,000928
2250036,14,01,03,000348
2250036,15,01,01,000116
2250036,16,01,01,000232
2250036,16,02,02,000232
2250036,17,01,02,000232
2250036,18,01,01,000232
2250036,19,01,02,000232
2250036,20,01,04,000580
2250037,01,01,01,000398
2250037,03,01,01,000398
2250037,04,01,01,000398
2250037,05,01,02,000597
2250037,05,02,01,000398
2250037,06,01,03,000597
2250037,07,01,02,000398
2250037,08,01,01,000398
2250037,09,01,03,000597
2250037,10,01,02,000398
2250037,11,01,01,000199
2250037,12,01,02,000597
2250037,13,01,02,000398
2250037,14,01,04,000796
2250037,15,01,02,000796
2250037,16,01,02,000398
2250037,17,01,04,000398
2250037,18,01,01,000398
2250037,19,01,04,000995
2250037,20,01,01,000398
2250038,01,01,01,000392
2250038,02,01,01,000196
2250038,03,01,03,000588
2250038,04,01,02,000588
2250038,05,01,02,000392
2250039,01,01,02,000304
2250039,05,01,04,000608
2250041,01,01,08,001464
2250041,02,01,01,000244
2250041,03,01,03,000610
2250041,04,01,05,000610
2250041,05,01,02,000244
2250041,06,01,02,000610
2250041,07,01,01,000366
2250041,08,01,01,000122
2250041,09,01,02,000244
2250041,10,01,02,000244
2250041,11,01,02,000244
2250041,12,01,01,000244
2250041,13,01,03,000366
2250041,14,01,01,000122
2250041,15,01,01,000488
2250041,16,01,01,000366
2250041,17,01,02,000366
2250041,18,01,02,000488
2250041,19,01,03,000366
2250041,20,01,03,000610
2250042,01,01,02,000398
2250042,02,01,02,000398
2250042,04,01,02,001194
2250042,06,01,01,000398
2250042,06,02,01,000398
2250042,07,01,01,000199
2250042,08,01,04,000796
2250042,09,01,01,000398
2250042,10,01,03,000796
2250042,11,01,04,000796
2250042,12,01,03,000597
2250042,14,01,02,000597
2250042,15,01,03,000995
2250042,16,01,01,000199
2250042,17,01,01,000199
2250042,18,01,01,000597
2250042,19,01,01,000398
2250042,20,01,02,000398
2250043,01,01,01,000394
2250043,02,01,01,000394
2250043,03,01,04,000788
2250043,04,01,02,000985
2250043,05,01,01,000394
2250044,02,01,02,000825
2250044,04,01,01,000330
2250044,05,01,01,000660
2250046,01,01,01,000262
2250046,02,01,02,000262
2250046,03,01,02,000393
2250046,04,01,01,000131
2250046,05,01,01,000262
2250046,06,01,02,000262
2250046,07,01,01,000131
2250046,08,01,01,000262
2250046,09,01,04,000655
2250046,10,01,01,000262
2250046,11,01,01,000262
2250046,12,01,02,000262
2250046,12,02,01,000262
2250046,12,03,02,000262
2250046,13,01,01,000262
2250046,14,01,03,000393
2250046,15,01,02,000262
2250046,16,01,02,000262
2250046,17,01,02,000262
2250046,18,01,01,000262
2250046,19,01,03,000524
2250046,20,01,02,000393
2250047,01,01,01,000183
2250047,02,01,06,000732
2250047,03,01,02,000732
2250047,05,01,02,000732
2250047,06,01,02,000366
2250047,07,01,02,000366
2250047,08,01,01,000183
2250047,09,01,02,000366
2250047,09,02,01,000366
2250047,10,01,02,000366
2250047,11,01,05,000915
2250047,12,01,03,000549
2250047,13,01,05,001281
2250047,14,01,02,000366
2250047,15,01,02,000366
2250047,16,01,03,000732
2250047,18,01,03,000549
2250047,19,01,01,000366
2250047,20,01,03,000732
2250048,01,01,02,000384
2250048,03,01,02,000384
2250048,04,01,01,000576
2250048,05,01,01,000384
2250049,02,01,01,000274
2250049,03,01,01,000274
2250049,05,01,02,000274
2250051,01,01,01,000528
2250051,02,01,02,000528
2250051,04,01,01,000264
2250051,05,01,01,000264
2250051,06,01,02,000528
2250051,09,01,01,000528
2250051,10,01,01,000528
2250051,12,01,01,000528
2250051,13,01,02,000528
2250051,14,01,01,000792
2250051,16,01,01,000528
2250051,17,01,03,001584
2250051,18,01,03,001056
2250051,19,01,04,000528
2250052,01,01,02,000360
2250052,02,01,01,000360
2250052,04,01,01,000360
2250052,05,01,03,000540
2250054,01,01,02,000342
2250054,03,01,01,000114
2250054,04,01,01,000114
2250054,05,01,02,000228
2250055,01,01,01,000117
2250055,02,01,01,000234
2250055,03,01,02,000234
2250055,04,01,03,000351
2250055,05,01,01,000117
2250055,06,01,01,000234
2250055,08,01,03,000351
2250055,09,01,02,000234
2250055,10,01,02,000234
2250055,11,01,04,000468
2250055,12,01,01,000117
2250055,13,01,02,000234
2250055,14,01,03,000351
2250055,15,01,01,000234
2250055,16,01,04,000468
2250055,17,01,02,000234
2250055,18,01,08,000468
2250055,19,01,01,000117
2250055,20,01,02,000351
2250056,01,01,02,000624
2250056,02,01,01,000624
2250056,03,01,02,000416
2250056,05,01,01,000416
2250056,06,01,02,000416
2250056,07,01,02,000416
2250056,08,01,01,001040
2250056,09,01,01,000208
2250056,10,01,01,000832
2250056,11,01,02,000416
2250056,12,01,05,000832
2250056,13,01,01,000416
2250056,14,01,03,001040
2250056,15,01,01,000416
2250056,16,01,02,000416
2250056,17,01,02,000832
2250056,18,01,01,000416
2250056,19,01,05,000624
2250056,20,01,02,000416
2250057,01,01,02,000567
2250057,02,01,01,000378
2250057,03,01,01,000378
2250057,04,01,01,000378
2250057,05,01,03,000756
2250058,01,01,02,000250
2250058,02,01,02,000375
2250058,03,01,01,000250
2250058,04,01,02,000250
2250058,05,01,01,000125
2250059,01,01,03,000600
2250059,03,01,03,000600
2250059,04,01,03,000600
2250059,05,01,01,000600
2250060,01,01,02,000494
2250060,02,01,02,000988
2250060,02,02,01,000247
2250060,03,01,01,000247
2250060,03,02,01,000247
2250060,03,03,01,000247
2250060,04,01,01,000247
2250060,05,01,01,000247
2250060,06,01,01,000247
2250060,08,01,01,000494
2250060,09,01,01,000741
2250060,10,01,01,000247
2250060,11,01,01,000741
2250060,12,01,01,001235
2250060,14,01,02,000988
2250060,14,02,02,000741
2250060,15,01,02,000494
2250060,16,01,01,000494
2250060,17,01,02,000494
2250060,18,01,01,000988
2250060,19,01,01,000494
2250060,20,01,01,000494
2250062,02,01,01,000400
2250062,03,01,02,000600
2250062,04,01,01,000400
2250062,05,01,02,000600
2250063,01,01,01,000368
2250063,02,01,01,000184
2250063,03,01,01,000184
2250063,04,01,01,000368
2250063,05,01,02,000368
2250064,01,01,01,000185
2250064,02,01,01,000370
2250064,04,01,02,000555
2250064,05,01,01,000370
2250065,01,01,01,000426
2250065,02,01,01,000142
2250065,04,01,02,000284
2250065,04,02,01,000284
2250065,05,01,04,000710
2250065,06,01,02,000284
2250065,07,01,03,000426
2250065,08,01,02,000426
2250065,09,01,02,000284
2250065,10,01,03,000568
2250065,11,01,03,000568
2250065,12,01,01,000426
2250065,13,01,01,000284
2250065,14,01,03,000426
2250065,15,01,01,000142
2250065,16,01,02,000284
2250065,17,01,02,000284
2250065,18,01,03,000568
2250065,20,01,01,000284
2250066,01,01,02,000412
2250066,02,01,01,000412
2250066,03,01,02,000824
2250066,04,01,01,000412
2250066,06,01,01,001442
2250066,07,01,03,000824
2250066,08,01,01,000412
2250066,09,01,02,000412
2250066,10,01,01,000412
2250066,11,01,01,000412
2250066,12,01,01,000412
2250066,13,01,01,000412
2250066,13,02,01,000412
2250066,14,01,01,000412
2250066,15,01,02,000618
2250066,17,01,03,000618
2250066,18,01,02,000618
2250066,19,01,04,000824
2250066,20,01,01,000206
2250067,01,01,03,000864
2250067,02,01,03,001080
2250067,03,01,01,000432
2250067,04,01,01,000432
2250067,05,01,02,000648
2250068,01,01,05,000940
2250068,02,01,01,000376
2250068,03,01,01,000188
2250068,04,01,01,000564
2250068,05,01,02,000376
2250069,01,01,03,000712
2250069,02,01,02,000356
2250069,03,01,01,000178
2250070,01,01,01,000346
2250070,02,01,02,000519
2250070,03,01,01,000346
2250070,05,01,01,000519
2250070,06,01,02,000346
2250070,07,01,01,000519
2250070,08,01,03,000519
2250070,09,01,03,000865
2250070,10,01,01,000173
2250070,12,01,02,000346
2250070,13,01,05,000865
2250070,14,01,01,000173
2250070,15,01,01,000692
2250070,16,01,01,000519
2250070,17,01,04,001038
2250070,18,01,04,000692
2250070,19,01,01,000519
2250070,20,01,03,000692
2260001,01,01,02,000366
2260001,02,01,02,000915
2260001,03,01,01,000366
2260001,04,01,02,000366
2260001,05,01,01,000366
2260001,06,01,01,000366
2260001,07,01,02,000366
2260001,07,02,02,000549
2260001,08,01,02,000366
2260001,09,01,04,000732
2260001,10,01,01,000366
2260001,11,01,01,001464
2260001,13,01,02,001098
2260001,14,01,01,000366
2260001,15,01,01,000549
2260001,16,01,03,000549
2260001,17,01,02,000549
2260001,18,01,01,000183
2260001,19,01,02,000366
2260001,20,01,02,000549
2260002,01,01,02,000362
2260002,02,01,08,001086
2260002,03,01,01,000362
2260002,04,01,01,000362
2260002,05,01,02,000362
2260002,06,01,02,000543
2260002,06,02,02,000362
2260002,07,01,01,000181
2260002,08,01,03,000724
2260002,09,01,02,000362
2260002,10,01,01,000543
2260002,11,01,03,000543
2260002,12,01,01,000181
2260002,13,01,02,000362
2260002,14,01,02,000362
2260002,15,01,01,000362
2260002,16,01,01,000362
2260002,17,01,03,000543
2260002,18,01,02,000362
2260002,19,01,02,000362
2260002,20,01,01,000724
2260003,01,01,02,000384
2260003,02,01,05,000576
2260003,03,01,02,000384
2260003,04,01,01,000384
2260003,06,01,02,000384
2260003,07,01,02,000576
2260003,08,01,01,000192
2260003,09,01,03,000576
2260003,12,01,01,000384
2260003,13,01,02,000384
2260003,14,01,02,000768
2260003,15,01,01,000384
2260003,16,01,01,000384
2260003,17,01,01,000192
2260003,18,01,02,000576
2260003,19,01,02,000576
2260003,20,01,02,000384
2260003,21,01,03,000576
2260004,01,01,01,000310
2260004,02,01,01,000310
2260004,03,01,01,000155
2260004,04,01,01,000155
2260004,05,01,02,000310
2260004,06,01,02,000310
2260004,07,01,01,000310
2260004,08,01,02,000310
2260004,09,01,02,000310
2260004,10,01,01,000465
2260004,11,01,01,000310
2260004,12,01,05,000775
2260004,13,01,02,000310
2260004,14,01,02,000465
2260004,15,01,02,000465
2260004,16,01,01,000155
2260004,17,01,02,000310
2260004,18,01,02,000310
2260004,19,01,01,000310
2260004,20,01,02,000310
2260005,01,01,01,000175
2260005,02,01,01,000525
2260005,03,01,01,000350
2260005,05,01,02,000525
2260005,06,01,01,000175
2260005,07,01,01,000175
2260005,08,01,01,000175
2260005,09,01,02,000350
2260005,10,01,01,000350
2260005,11,01,01,000175
2260005,12,01,02,000350
2260005,14,01,02,000700
2260005,15,01,01,000175
2260005,16,01,02,000350
2260005,17,01,01,000350
2260005,18,01,02,000350
2260005,20,01,02,000350
2260009,01,01,01,000304
2260009,02,01,01,000152
2260009,03,01,01,000152
2260009,04,01,01,000152
2260009,05,01,04,000608
2260009,06,01,02,000304
2260009,07,01,01,000304
2260009,08,01,01,000304
2260009,09,01,03,000456
2260009,10,01,01,000152
2260009,11,01,02,000304
2260009,12,01,01,000152
2260009,13,01,01,000304
2260009,14,01,01,000304
2260009,15,01,01,000152
2260009,16,01,01,000304
2260009,17,01,02,000304
2260009,18,01,02,000456
2260009,19,01,01,000608
2260009,20,01,04,000608
2260009,21,01,02,000304
2260010,01,01,01,000147
2260010,02,01,02,000294
2260010,03,01,01,000147
2260010,04,01,02,000294
2260010,05,01,01,000294
2260010,06,01,01,000441
2260010,07,01,02,000441
2260010,08,01,02,000441
2260010,09,01,01,000294
2260010,10,01,02,000441
2260010,11,01,02,000294
2260010,13,01,01,000294
2260010,14,01,03,000588
2260010,15,01,01,000294
2260010,17,01,02,000441
2260010,18,01,01,000294
2260010,19,01,01,000441
2260010,20,01,01,000294
2260011,01,01,02,000316
2260011,02,01,01,000316
2260011,03,01,01,000158
2260011,04,01,02,000316
2260011,05,01,01,000158
2260011,06,01,01,000158
2260011,07,01,02,000316
2260011,08,01,01,000474
2260011,09,01,01,000158
2260011,10,01,03,000632
2260011,11,01,01,000316
2260011,12,01,02,000316
2260011,13,01,01,000158
2260011,14,01,01,000632
2260011,15,01,01,000158
2260011,17,01,02,000316
2260011,18,01,01,000316
2260011,19,01,02,000474
2260011,20,01,02,000316
2260011,21,01,01,000316
2260012,01,01,01,000156
2260012,02,01,01,000312
2260012,03,01,03,001092
2260012,04,01,01,000312
2260012,05,01,01,000468
2260012,06,01,02,000468
2260012,07,01,01,000312
2260012,08,01,02,000468
2260012,09,01,01,000312
2260012,09,02,02,000312
2260012,10,01,01,000156
2260012,11,01,02,000468
2260012,12,01,01,000312
2260012,13,01,01,000156
2260012,14,01,02,000468
2260012,15,01,02,000468
2260012,16,01,02,000468
2260012,17,01,02,000468
2260012,18,01,02,000312
2260012,19,01,01,000312
2260012,20,01,01,000468
2260013,01,01,01,000338
2260013,02,01,01,000338
2260013,03,01,02,000676
2260013,04,01,02,000338
2260013,05,01,02,000338
2260013,06,01,02,000338
2260013,07,01,01,000338
2260013,08,01,02,000338
2260013,09,01,01,000338
2260013,10,01,01,000169
2260013,11,01,08,001014
2260013,12,01,02,000507
2260013,13,01,04,000676
2260013,14,01,01,000338
2260013,15,01,03,000507
2260013,16,01,01,000338
2260013,17,01,01,000338
2260013,18,01,03,000676
2260013,19,01,01,000507
2260014,02,01,02,000725
2260014,03,01,02,000290
2260014,04,01,01,000435
2260014,05,01,03,000725
2260014,08,01,02,000290
2260014,09,01,01,000290
2260014,10,01,01,000290
2260014,11,01,02,000290
2260014,12,01,01,000435
2260014,13,01,01,000290
2260014,14,01,01,000290
2260014,15,01,05,000290
2260014,16,01,01,000290
2260014,18,01,02,000290
2260014,19,01,01,000290
2260015,01,01,01,000150
2260015,02,01,01,000300
2260015,03,01,01,000300
2260015,04,01,01,000450
2260015,06,01,01,000300
2260015,08,01,01,000150
2260015,09,01,01,000150
2260015,10,01,01,000300
2260015,11,01,01,000300
2260015,12,01,02,000300
2260015,13,01,01,000150
2260015,14,01,01,000150
2260015,15,01,01,000150
2260015,16,01,01,000300
2260015,17,01,01,000150
2260015,18,01,01,000450
2260015,20,01,01,000300
2260015,21,01,01,000150
2260015,22,01,01,000150
2260016,01,01,01,000176
2260016,02,01,01,000352
2260016,03,01,02,000352
2260016,04,01,01,000528
2260016,05,01,01,000352
2260016,06,01,02,000704
2260016,07,01,01,000176
2260016,08,01,01,000176
2260016,09,01,02,000352
2260016,10,01,01,000528
2260016,11,01,01,000352
2260016,12,01,02,000352
2260016,13,01,01,000352
2260016,14,01,01,000352
2260016,15,01,02,000352
2260016,16,01,01,000352
2260016,18,01,01,000176
2260016,19,01,04,001056
2260016,20,01,01,000176
2260017,01,01,03,000912
2260017,02,01,02,000304
2260017,03,01,03,000608
2260017,04,01,02,000456
2260017,05,01,01,000304
2260017,06,01,02,000304
2260017,07,01,01,000152
2260017,08,01,01,000456
2260017,09,01,03,000608
2260017,10,01,01,000608
2260017,11,01,03,000608
2260017,12,01,02,000304
2260017,12,02,03,000304
2260017,13,01,01,000152
2260017,14,01,02,000304
2260017,14,02,02,000304
2260017,15,01,01,000152
2260017,16,01,01,000152
2260017,17,01,01,000152
2260017,18,01,02,000304
2260017,19,01,01,000304
2260017,20,01,02,000304
2260017,21,01,02,000152
2260020,01,01,01,000772
2260020,02,01,01,000386
2260020,03,01,02,000965
2260020,04,01,02,000772
2260020,05,01,02,000772
2260020,06,01,01,000386
2260020,07,01,01,000193
2260020,08,01,01,000386
2260020,09,01,01,000386
2260020,09,02,02,000386
2260020,10,01,02,000386
2260020,12,01,01,000386
2260020,14,01,01,000193
2260020,15,01,01,000386
2260020,16,01,01,000193
2260020,17,01,02,000386
2260020,18,01,02,000772
2260020,19,01,01,000579
2260020,20,01,01,000386
2260021,01,01,02,000785
2260021,02,01,02,000314
2260021,03,01,01,000157
2260021,04,01,03,000628
2260021,05,01,02,000628
2260021,06,01,01,000314
2260021,08,01,02,000628
2260021,09,01,01,000157
2260021,10,01,04,000628
2260021,11,01,08,001099
2260021,12,01,01,000157
2260021,13,01,01,000314
2260021,14,01,02,000314
2260021,15,01,05,000785
2260021,16,01,02,000628
2260021,17,01,02,000314
2260021,18,01,01,000471
2260021,19,01,01,000157
2260021,20,01,02,000314
2260022,01,01,03,000417
2260022,02,01,01,000139
2260022,03,01,01,000278
2260022,04,01,01,000417
2260022,05,01,02,000278
2260022,06,01,02,000417
2260022,07,01,02,000695
2260022,08,01,03,000695
2260022,09,01,02,000417
2260022,10,01,01,000139
2260022,11,01,01,000278
2260022,12,01,01,000139
2260022,13,01,02,000695
2260022,14,01,01,000278
2260022,15,01,01,000278
2260022,17,01,02,000417
2260022,18,01,02,000278
2260022,19,01,02,000278
2260022,20,01,02,000417
2260023,01,01,01,000344
2260023,02,01,01,000172
2260023,03,01,01,000172
2260023,04,01,02,000344
2260023,05,01,01,000172
2260023,06,01,03,000688
2260023,07,01,01,000172
2260023,08,01,02,000344
2260023,09,01,01,000172
2260023,10,01,01,000344
2260023,11,01,01,000172
2260023,12,01,01,000172
2260023,13,01,03,000688
2260023,14,01,01,000172
2260023,15,01,04,000516
2260023,16,01,02,000344
2260023,17,01,01,000344
2260023,19,01,02,000344
2260023,20,01,01,000344
2260023,21,01,02,000344
2260023,22,01,02,000344
2260023,23,01,02,000516
2260024,01,01,01,000178
2260024,03,01,02,000356
2260024,05,01,01,000356
2260024,06,01,01,000178
2260024,08,01,01,000356
2260024,09,01,03,000356
2260024,10,01,02,000356
2260024,12,01,01,000534
2260024,14,01,01,000178
2260024,15,01,01,000356
2260024,16,01,02,000356
2260024,17,01,01,000178
2260024,18,01,02,000356
2260024,19,01,01,000356
2260024,20,01,02,000534
2260025,02,01,02,000549
2260025,03,01,03,000732
2260025,04,01,01,000732
2260025,05,01,01,000366
2260025,06,01,01,000366
2260025,07,01,01,000732
2260025,08,01,01,000915
2260025,09,01,01,000366
2260025,11,01,01,000366
2260025,12,01,02,000366
2260025,13,01,01,000732
2260025,14,01,02,000732
2260025,15,01,03,000549
2260025,16,01,02,000366
2260025,17,01,01,000183
2260025,18,01,01,000366
2260025,19,01,01,000183
2260026,01,01,02,000310
2260026,02,01,04,000620
2260026,03,01,01,000620
2260026,03,02,02,000310
2260026,03,03,02,000310
2260026,04,01,03,000620
2260026,05,01,02,000310
2260026,06,01,01,000155
2260026,07,01,01,000465
2260026,08,01,04,000620
2260026,10,01,02,000310
2260026,11,01,02,000310
2260026,12,01,01,000155
2260026,12,02,01,000310
2260026,13,01,02,000310
2260026,14,01,02,000310
2260026,15,01,02,000465
2260026,16,01,02,000310
2260026,17,01,02,000310
2260026,18,01,02,000310
2260026,19,01,02,000620
2260026,20,01,01,000465
2260027,01,01,02,000342
2260027,02,01,02,000513
2260027,03,01,01,000342
2260027,04,01,01,000342
2260027,05,01,03,000684
2260027,06,01,02,000342
2260027,07,01,02,000342
2260027,08,01,04,000855
2260027,09,01,02,000342
2260027,10,01,02,000342
2260027,11,01,01,000342
2260027,12,01,02,000342
2260027,12,02,01,000342
2260027,13,01,01,000855
2260027,13,02,01,000342
2260027,14,01,02,000513
2260027,15,01,02,000342
2260027,16,01,01,000342
2260027,17,01,01,000342
2260027,18,01,03,000684
2260027,19,01,01,000342
2260027,20,01,03,000513
2260028,01,01,01,000376
2260028,02,01,02,000376
2260028,03,01,03,000564
2260028,04,01,01,000376
2260028,05,01,01,000376
2260028,06,01,03,000564
2260028,09,01,02,000564
2260028,09,02,02,000376
2260028,09,03,02,000376
2260028,10,01,02,000376
2260028,12,01,02,000564
2260028,13,01,01,000376
2260028,14,01,01,000188
2260028,15,01,01,000564
2260028,16,01,03,000564
2260028,17,01,01,000564
2260028,18,01,01,000376
2260028,19,01,01,000376
2260028,20,01,01,000376
2260028,21,01,01,000564
2260028,22,01,01,000376
2260029,01,01,02,000298
2260029,02,01,01,000298
2260029,03,01,02,000298
2260029,04,01,01,000149
2260029,05,01,01,000149
2260029,06,01,02,000149
2260029,07,01,02,000447
2260029,08,01,02,000447
2260029,09,01,01,000149
2260029,10,01,02,000298
2260029,11,01,05,000894
2260029,12,01,02,000298
2260029,13,01,02,000298
2260029,14,01,02,000298
2260029,15,01,02,000298
2260029,16,01,02,000298
2260029,18,01,01,000447
